INFO 2023-12-03 15:37:53,211 main Démarrage de l'application
DEBUG 2023-12-04 02:59:32,074 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 02:59:32,853 contract_management Contrat 2 supprimé avec succès par adm@example.com
WARNING 2023-12-04 02:59:33,723 contract_management Utilisateur non autorisé tst@example.com a tenté de supprimer le contrat 3
ERROR 2023-12-04 02:59:36,406 contract_management Tentative de réaffectation d'un contrat inexistant: 999
ERROR 2023-12-04 02:59:36,411 contract_management Tentative de réaffectation à un utilisateur commercial inexistant: non_existent@example.com
DEBUG 2023-12-04 02:59:36,431 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
DEBUG 2023-12-04 02:59:36,451 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 02:59:37,578 contract_management Contrat 5 réaffecté à new_sales@example.com par adm@example.com
WARNING 2023-12-04 02:59:38,751 contract_management Utilisateur non autorisé tst@example.com a tenté de réaffecter le contrat 6
INFO 2023-12-04 03:05:11,908 contract_management Tentative de création d'un contrat par ges@example.com
INFO 2023-12-04 03:05:11,910 client_management Affichage de la liste des clients
INFO 2023-12-04 03:05:11,911 client_management Liste des clients affichée avec succès
ERROR 2023-12-04 03:05:11,912 contract_management Client introuvable lors de la création d'un contrat
DEBUG 2023-12-04 03:05:11,935 connectionpool Starting new HTTPS connection (1): o4506331927609344.ingest.sentry.io:443
DEBUG 2023-12-04 03:05:12,034 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:05:12,812 contract_management Tentative de création d'un contrat par other@example.com
WARNING 2023-12-04 03:05:12,812 contract_management Accès refusé pour la création de contrat par other@example.com
INFO 2023-12-04 03:13:22,484 contract_management Tentative de création d'un contrat par ges@example.com
INFO 2023-12-04 03:13:22,486 client_management Affichage de la liste des clients
INFO 2023-12-04 03:13:22,487 client_management Liste des clients affichée avec succès
ERROR 2023-12-04 03:13:22,488 contract_management Client introuvable lors de la création d'un contrat
DEBUG 2023-12-04 03:13:22,512 connectionpool Starting new HTTPS connection (1): o4506331927609344.ingest.sentry.io:443
DEBUG 2023-12-04 03:13:22,611 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:13:23,401 contract_management Tentative de création d'un contrat par other@example.com
WARNING 2023-12-04 03:13:23,401 contract_management Accès refusé pour la création de contrat par other@example.com
ERROR 2023-12-04 03:13:24,289 contract_management Tentative de suppression d'un contrat inexistant: 999
DEBUG 2023-12-04 03:13:24,312 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:13:25,177 contract_management Contrat 2 supprimé avec succès par adm@example.com
WARNING 2023-12-04 03:13:26,057 contract_management Utilisateur non autorisé tst@example.com a tenté de supprimer le contrat 3
INFO 2023-12-04 03:13:26,368 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:13:26,368 contract_management Sortie de la gestion des contrats
INFO 2023-12-04 03:13:26,670 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:13:26,671 contract_management Sortie de la gestion des contrats
INFO 2023-12-04 03:13:26,970 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:13:26,971 contract_management Sortie de la gestion des contrats
INFO 2023-12-04 03:13:27,268 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:13:27,270 contract_management Sortie de la gestion des contrats
INFO 2023-12-04 03:13:27,568 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:13:27,568 contract_management Sortie de la gestion des contrats
ERROR 2023-12-04 03:13:28,761 contract_management Tentative de réaffectation d'un contrat inexistant: 999
ERROR 2023-12-04 03:13:28,767 contract_management Tentative de réaffectation à un utilisateur commercial inexistant: non_existent@example.com
DEBUG 2023-12-04 03:13:28,794 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
DEBUG 2023-12-04 03:13:28,813 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:13:29,942 contract_management Contrat 5 réaffecté à new_sales@example.com par adm@example.com
WARNING 2023-12-04 03:13:31,106 contract_management Utilisateur non autorisé tst@example.com a tenté de réaffecter le contrat 6
INFO 2023-12-04 03:13:32,003 contract_management Tentative de mise à jour du contrat 999 par ges@example.com
ERROR 2023-12-04 03:13:32,004 contract_management Contrat non trouvé lors de la tentative de mise à jour
DEBUG 2023-12-04 03:13:32,027 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:13:32,903 contract_management Tentative de mise à jour du contrat 8 par tst@example.com
WARNING 2023-12-04 03:13:32,903 contract_management Accès refusé pour la modification du contrat
INFO 2023-12-04 03:13:33,787 contract_management Tentative de mise à jour du contrat 9 par ges@example.com
INFO 2023-12-04 03:13:33,789 contract_management Contrat 9 mis à jour avec succès
INFO 2023-12-04 03:14:01,136 client_management Début de l'ajout d'un nouveau client
INFO 2023-12-04 03:14:01,138 client_management Client John Doe ajouté avec succès
INFO 2023-12-04 03:14:01,142 client_management Début de l'ajout d'un nouveau client
WARNING 2023-12-04 03:14:01,142 client_management Accès refusé à l'ajout de client - utilisateur non autorisé
INFO 2023-12-04 03:14:01,146 client_management Début de la recherche d'un client par ID
INFO 2023-12-04 03:14:01,148 client_management Client trouvé avec l'ID : 2
INFO 2023-12-04 03:14:01,152 client_management Affichage de la liste des clients
INFO 2023-12-04 03:14:01,153 client_management Liste des clients affichée avec succès
INFO 2023-12-04 03:14:01,158 client_management Tentative de mise à jour d'un client par l'utilisateur: clientuser@example.com
INFO 2023-12-04 03:14:01,158 client_management Affichage de la liste des clients
INFO 2023-12-04 03:14:01,160 client_management Liste des clients affichée avec succès
INFO 2023-12-04 03:14:01,162 client_management Client mis à jour avec succès : Jane Doe
INFO 2023-12-04 03:14:01,166 client_management Tentative de mise à jour d'un client par l'utilisateur: nonclientuser@example.com
WARNING 2023-12-04 03:14:01,166 client_management Accès refusé pour la mise à jour du client - permissions insuffisantes
INFO 2023-12-04 03:14:02,067 contract_management Tentative de création d'un contrat par ges@example.com
INFO 2023-12-04 03:14:02,067 client_management Affichage de la liste des clients
INFO 2023-12-04 03:14:02,068 client_management Liste des clients affichée avec succès
ERROR 2023-12-04 03:14:02,069 contract_management Client introuvable lors de la création d'un contrat
DEBUG 2023-12-04 03:14:02,093 connectionpool Starting new HTTPS connection (1): o4506331927609344.ingest.sentry.io:443
DEBUG 2023-12-04 03:14:02,195 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:14:02,963 contract_management Tentative de création d'un contrat par other@example.com
WARNING 2023-12-04 03:14:02,964 contract_management Accès refusé pour la création de contrat par other@example.com
ERROR 2023-12-04 03:14:03,849 contract_management Tentative de suppression d'un contrat inexistant: 999
DEBUG 2023-12-04 03:14:03,874 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:14:04,731 contract_management Contrat 2 supprimé avec succès par adm@example.com
WARNING 2023-12-04 03:14:05,604 contract_management Utilisateur non autorisé tst@example.com a tenté de supprimer le contrat 3
INFO 2023-12-04 03:14:05,914 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:14:05,914 contract_management Sortie de la gestion des contrats
INFO 2023-12-04 03:14:06,212 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:14:06,213 contract_management Sortie de la gestion des contrats
INFO 2023-12-04 03:14:06,509 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:14:06,510 contract_management Sortie de la gestion des contrats
INFO 2023-12-04 03:14:06,806 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:14:06,807 contract_management Sortie de la gestion des contrats
INFO 2023-12-04 03:14:07,103 contract_management Entrée dans la gestion des contrats par test@example.com
INFO 2023-12-04 03:14:07,104 contract_management Sortie de la gestion des contrats
ERROR 2023-12-04 03:14:08,273 contract_management Tentative de réaffectation d'un contrat inexistant: 999
ERROR 2023-12-04 03:14:08,281 contract_management Tentative de réaffectation à un utilisateur commercial inexistant: non_existent@example.com
DEBUG 2023-12-04 03:14:08,301 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
DEBUG 2023-12-04 03:14:08,320 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:14:09,466 contract_management Contrat 5 réaffecté à new_sales@example.com par adm@example.com
WARNING 2023-12-04 03:14:10,625 contract_management Utilisateur non autorisé tst@example.com a tenté de réaffecter le contrat 6
INFO 2023-12-04 03:14:11,512 contract_management Tentative de mise à jour du contrat 999 par ges@example.com
ERROR 2023-12-04 03:14:11,513 contract_management Contrat non trouvé lors de la tentative de mise à jour
DEBUG 2023-12-04 03:14:11,536 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:14:12,388 contract_management Tentative de mise à jour du contrat 8 par tst@example.com
WARNING 2023-12-04 03:14:12,388 contract_management Accès refusé pour la modification du contrat
INFO 2023-12-04 03:14:13,259 contract_management Tentative de mise à jour du contrat 9 par ges@example.com
INFO 2023-12-04 03:14:13,262 contract_management Contrat 9 mis à jour avec succès
INFO 2023-12-04 03:14:20,591 user_management Début de la création d'un nouvel utilisateur
INFO 2023-12-04 03:14:20,593 user_management Compte créé pour <MagicMock name='create_user().email' id='139673902718240'>
INFO 2023-12-04 03:14:20,593 user_management Utilisateur validemail@example.com créé avec succès
INFO 2023-12-04 03:14:20,596 user_management Début de la création d'un nouvel utilisateur
ERROR 2023-12-04 03:14:20,596 user_management Erreur de validation lors de la création de l'utilisateur : Format d'email invalide.
INFO 2023-12-04 03:14:20,604 user_management Utilisateur user@example.com supprimé par superuser@example.com
WARNING 2023-12-04 03:14:20,608 user_management Tentative de suppression de l'utilisateur user@example.com refusée pour nonadminuser@example.com
DEBUG 2023-12-04 03:14:20,620 connectionpool https://o4506331927609344.ingest.sentry.io:443 "POST /api/4506331936587776/envelope/ HTTP/1.1" 200 0
INFO 2023-12-04 03:14:20,910 user_management Affichage de la liste des utilisateurs
INFO 2023-12-04 03:14:21,209 user_management Tentative de connexion pour l'email : testuser@example.com
INFO 2023-12-04 03:14:21,498 user_management Utilisateur testuser@example.com authentifié avec succès
INFO 2023-12-04 03:14:21,498 user_management Utilisateur actuellement connecté : testuser@example.com
INFO 2023-12-04 03:14:22,084 user_management Affichage de la liste des utilisateurs
INFO 2023-12-04 03:14:22,388 user_management Tentative de connexion pour l'email : testuser@example.com
INFO 2023-12-04 03:14:22,676 user_management Utilisateur testuser@example.com authentifié avec succès
INFO 2023-12-04 03:14:22,679 user_management Tentative de connexion pour l'email : invaliduser@example.com
WARNING 2023-12-04 03:14:22,976 user_management Échec de l'authentification pour l'utilisateur invaliduser@example.com
INFO 2023-12-04 03:14:23,275 user_management Tentative de connexion pour l'email : testlogout@example.com
INFO 2023-12-04 03:14:23,562 user_management Utilisateur testlogout@example.com authentifié avec succès
INFO 2023-12-04 03:14:23,563 user_management Utilisateur actuellement connecté : testlogout@example.com
INFO 2023-12-04 03:14:23,563 user_management Utilisateur testlogout@example.com déconnecté
INFO 2023-12-04 03:14:23,563 user_management Aucun utilisateur actuellement connecté
INFO 2023-12-04 03:14:24,153 user_management Tentative de réaffectation de l'utilisateur : normaluser@example.com au département : ADM
INFO 2023-12-04 03:14:24,155 user_management Utilisateur normaluser@example.com réaffecté avec succès au département ADM
INFO 2023-12-04 03:14:24,159 user_management Updating user existing@example.com
INFO 2023-12-04 03:14:24,164 user_management Updating user target@example.com
INFO 2023-12-04 03:14:24,168 user_management Compte créé pour validemail@example.com
WARNING 2023-12-04 03:14:24,174 user_management Erreur de validation lors de la création de l'utilisateur : Le mot de passe doit contenir au moins 8 caractères, une lettre majuscule, une lettre minuscule et un chiffre.
